,idaviso,ciudad,provincia,precio,tipodeoperacion,tipodepropiedad,habitaciones,metrostotales,iscurrent
646,49495223,Caballito,Capital Federal,95000,Alquiler,Apartamento,3.0,96.0,1
647,49495888,Barrio Norte,Capital Federal,40000,Alquiler,Apartamento,1.0,30.0,1
648,49495889,San Isidro,GBA Norte,47800,Alquiler,PH,2.0,64.0,0
649,49496066,Barrio Norte,Capital Federal,55000,Alquiler,Apartamento,2.0,54.0,0
650,49498441,Barrio Norte,Capital Federal,80000,Alquiler,Apartamento,2.0,80.0,1
651,49498592,General San Martín,GBA Norte,32000,Alquiler,Apartamento,2.0,65.0,1
652,49499208,Rosario,Santa Fe,23000,Alquiler,Apartamento,1.0,42.0,0
653,49501289,Palermo,Capital Federal,87000,Alquiler,Apartamento,2.0,60.0,1
654,49501604,Floresta,Capital Federal,75000,Alquiler,PH,2.0,58.0,1
655,49501658,Saavedra,Capital Federal,65000,Alquiler,PH,1.0,50.0,0
656,49502212,Barrio Norte,Capital Federal,85000,Alquiler,Apartamento,2.0,80.0,1
657,49504611,Lomas de Zamora,GBA Sur,30000,Alquiler,PH,1.0,36.0,0
658,49504700,Lomas de Zamora,GBA Sur,32000,Alquiler,Apartamento,1.0,35.0,1
659,49504719,Córdoba,Córdoba,30000,Alquiler,Casa,1.0,1000.0,0
660,49505030,San Isidro,GBA Norte,60000,Alquiler,Apartamento,2.0,55.0,1
661,49505157,Palermo,Capital Federal,52000,Alquiler,Apartamento,0.0,38.0,1
662,49506137,Villa Crespo,Capital Federal,30000,Alquiler,Apartamento,0.0,24.0,0
663,49506314,Belgrano,Capital Federal,35000,Alquiler,Apartamento,1.0,33.0,0
664,49506570,Belgrano,Capital Federal,44000,Alquiler,PH,1.0,36.0,0
665,49506580,Villa Urquiza,Capital Federal,70000,Alquiler,PH,0.0,70.0,0
666,49509751,Villa Pueyrredón,Capital Federal,38000,Alquiler,Apartamento,1.0,40.0,0
667,49509936,Villa Urquiza,Capital Federal,95000,Alquiler,PH,3.0,146.0,0
668,49511518,Villa Crespo,Capital Federal,42000,Alquiler,Apartamento,0.0,33.0,1
669,49512137,Barrio Norte,Capital Federal,80000,Alquiler,Apartamento,2.0,60.0,1
670,49512289,Palermo,Capital Federal,60000,Alquiler,Apartamento,2.0,55.0,0
671,49512323,Recoleta,Capital Federal,38000,Alquiler,Apartamento,0.0,28.0,0
672,49512973,Saavedra,Capital Federal,58000,Alquiler,Apartamento,0.0,46.0,1
673,49513274,Abasto,Capital Federal,55000,Alquiler,Apartamento,2.0,70.0,0
674,49515629,Belgrano,Capital Federal,64000,Alquiler,Apartamento,2.0,58.0,0
675,49516116,Villa Devoto,Capital Federal,37000,Alquiler,Apartamento,0.0,35.0,0
676,49516718,Caballito,Capital Federal,98000,Alquiler,PH,3.0,100.0,0
677,49517619,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,50.0,1
678,49517718,Villa del Parque,Capital Federal,50000,Alquiler,Apartamento,0.0,42.0,1
679,49517731,Chacarita,Capital Federal,48000,Alquiler,Apartamento,1.0,55.0,0
680,49520055,Lanús,GBA Sur,35000,Alquiler,Apartamento,1.0,120.0,0
681,49520297,Colegiales,Capital Federal,55000,Alquiler,Apartamento,1.0,50.0,1
682,49520529,San Isidro,GBA Norte,70000,Alquiler,Casa,4.0,180.0,0
683,49521078,Palermo,Capital Federal,98000,Alquiler,Apartamento,2.0,72.0,0
684,49521954,Núñez,Capital Federal,72000,Alquiler,Apartamento,2.0,63.0,1
685,49522543,Villa Urquiza,Capital Federal,42000,Alquiler,Apartamento,1.0,35.0,1
686,49522767,Villa Urquiza,Capital Federal,50000,Alquiler,Apartamento,1.0,45.0,1
687,49522938,Caballito,Capital Federal,60000,Alquiler,Apartamento,3.0,65.0,0
688,49523300,Barracas,Capital Federal,33000,Alquiler,Apartamento,1.0,40.0,1
689,49523636,Belgrano,Capital Federal,58000,Alquiler,Apartamento,0.0,,0
690,49524111,Almagro,Capital Federal,40000,Alquiler,Apartamento,0.0,36.0,1
691,49524385,Rosario,Santa Fe,60000,Alquiler,Apartamento,2.0,65.0,1
692,49525727,Belgrano,Capital Federal,45000,Alquiler,Apartamento,0.0,40.0,0
693,49525780,Barrio Norte,Capital Federal,43000,Alquiler,Apartamento,0.0,34.0,1
694,49525868,Vicente López,GBA Norte,75000,Alquiler,PH,2.0,67.0,1
695,49526999,Recoleta,Capital Federal,75000,Alquiler,Apartamento,1.0,75.0,1
696,49527608,Parque Avellaneda,Capital Federal,45000,Alquiler,PH,1.0,45.0,0
697,49528201,Vicente López,GBA Norte,40000,Alquiler,PH,1.0,50.0,1
698,49528827,Villa Crespo,Capital Federal,99900,Alquiler,PH,3.0,95.0,0
699,49529549,Villa Urquiza,Capital Federal,39000,Alquiler,Apartamento,0.0,27.0,0
700,49529802,Quilmes,GBA Sur,45000,Alquiler,PH,2.0,1.0,1
701,49529809,Caballito,Capital Federal,103000,Venta,PH,2.0,72.0,1
702,49530180,San Isidro,GBA Norte,49000,Alquiler,PH,2.0,65.0,0
703,49530325,Palermo,Capital Federal,55000,Alquiler,Apartamento,0.0,37.0,0
704,49531156,Belgrano,Capital Federal,48000,Alquiler,Apartamento,1.0,40.0,1
705,49532061,Avellaneda,GBA Sur,24000,Alquiler,PH,0.0,25.0,1
706,49532595,Belgrano,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
707,49534642,Villa Crespo,Capital Federal,65000,Alquiler,Apartamento,2.0,60.0,1
708,49535087,Caballito,Capital Federal,49000,Alquiler,Apartamento,0.0,43.0,1
709,49535451,Boedo,Capital Federal,49000,Alquiler,Apartamento,2.0,66.0,0
710,49536586,Belgrano,Capital Federal,75000,Alquiler,Apartamento,1.0,70.0,0
711,49537155,Palermo,Capital Federal,65000,Alquiler,Apartamento,1.0,45.0,0
712,49537289,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,45.0,1
713,49537308,Barrio Norte,Capital Federal,80000,Alquiler,Apartamento,2.0,75.0,1
714,49539186,Once,Capital Federal,80000,Alquiler,PH,2.0,90.0,1
715,49539478,Lomas de Zamora,GBA Sur,45000,Alquiler,Casa,2.0,80.0,1
716,49540428,Vicente López,GBA Norte,110000,Alquiler,Casa,2.0,150.0,1
717,49541111,Villa Urquiza,Capital Federal,55000,Alquiler,Apartamento,1.0,50.0,0
718,49541112,Palermo,Capital Federal,60000,Alquiler,Apartamento,2.0,61.0,1
719,49541188,Villa Urquiza,Capital Federal,94700,Alquiler,Apartamento,3.0,83.0,1
720,49541339,Belgrano,Capital Federal,79000,Venta,Apartamento,1.0,45.0,1
721,49541761,Córdoba,Córdoba,30000,Alquiler,Apartamento,1.0,45.0,0
722,49541842,Villa Luro,Capital Federal,40000,Alquiler,Apartamento,0.0,48.0,0
723,49543322,Lanús,GBA Sur,45000,Alquiler,Casa,2.0,207.0,0
724,49543502,San Isidro,GBA Norte,60000,Alquiler,PH,2.0,73.0,0
725,49543507,Caballito,Capital Federal,62000,Alquiler,Apartamento,2.0,50.0,0
726,49543617,Rosario,Santa Fe,35000,Alquiler,Apartamento,1.0,38.0,1
727,49543848,San Cristobal,Capital Federal,65000,Alquiler,Apartamento,4.0,90.0,0
728,49543951,Colegiales,Capital Federal,65000,Alquiler,PH,2.0,65.0,1
729,49543963,Caballito,Capital Federal,40000,Alquiler,Apartamento,1.0,31.0,1
730,49544227,Palermo,Capital Federal,35000,Alquiler,Apartamento,1.0,37.0,0
731,49544396,San Isidro,GBA Norte,75000,Alquiler,Casa,2.0,62.0,1
732,49545598,Once,Capital Federal,28000,Alquiler,Apartamento,0.0,24.0,0
733,49548357,Palermo,Capital Federal,40000,Alquiler,Apartamento,1.0,30.0,1
734,49548764,Rosario,Santa Fe,40000,Alquiler,Apartamento,1.0,40.0,0
735,49549104,Villa Crespo,Capital Federal,45000,Alquiler,Apartamento,0.0,41.0,0
736,49549724,Rosario,Santa Fe,28500,Alquiler,Apartamento,0.0,,0
737,49550421,Núñez,Capital Federal,100000,Alquiler,Apartamento,2.0,96.0,1
738,49551449,Colegiales,Capital Federal,85000,Alquiler,Apartamento,3.0,86.0,1
739,49552038,Flores,Capital Federal,28000,Alquiler,Apartamento,0.0,30.0,1
740,49552500,Rosario,Santa Fe,27500,Alquiler,Apartamento,0.0,28.0,0
741,49552607,Villa Urquiza,Capital Federal,80000,Alquiler,Apartamento,1.0,55.0,1
742,49552779,Almagro,Capital Federal,33000,Alquiler,Apartamento,1.0,29.0,0
743,49552872,Rosario,Santa Fe,30000,Alquiler,Apartamento,0.0,32.0,0
744,49552882,Balvanera,Capital Federal,40000,Alquiler,Apartamento,1.0,39.0,1
745,49553208,Almagro,Capital Federal,44000,Alquiler,Apartamento,1.0,42.0,0
746,49556029,Vicente López,GBA Norte,97000,Alquiler,Casa,2.0,90.0,0
747,49556367,La Paternal,Capital Federal,55000,Alquiler,Apartamento,2.0,66.0,1
748,49556446,La Matanza,GBA Oeste,47000,Alquiler,Casa,2.0,75.0,1
749,49556826,Caballito,Capital Federal,38000,Alquiler,Apartamento,0.0,38.0,1
750,49557084,Palermo,Capital Federal,34500,Alquiler,Apartamento,,34.0,0
751,49557162,Núñez,Capital Federal,128000,Alquiler,Apartamento,,115.0,1
752,49558478,Villa Devoto,Capital Federal,110000,Alquiler,Apartamento,5.0,135.0,0
753,49558709,Villa Pueyrredón,Capital Federal,30000,Alquiler,Apartamento,0.0,25.0,1
754,49559278,Almagro,Capital Federal,35000,Alquiler,Apartamento,1.0,25.0,1
755,49559959,Villa Urquiza,Capital Federal,86000,Alquiler,PH,2.0,83.0,0
756,49560161,La Matanza,GBA Oeste,65000,Alquiler,PH,2.0,120.0,1
757,49561130,Almagro,Capital Federal,39000,Alquiler,Apartamento,1.0,37.0,0
758,49561246,Flores,Capital Federal,46000,Alquiler,Apartamento,1.0,48.0,0
759,49561525,Palermo,Capital Federal,58000,Alquiler,Apartamento,1.0,40.0,1
760,49562062,Vicente López,GBA Norte,90000,Alquiler,Casa,2.0,260.0,1
761,49562386,Tribunales,Capital Federal,25500,Alquiler,Apartamento,,21.0,1
762,49562881,Monserrat,Capital Federal,53000,Alquiler,Apartamento,2.0,80.0,0
763,49563178,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,37.0,0
764,49563386,Rosario,Santa Fe,35000,Alquiler,Apartamento,1.0,45.0,1
765,49564648,Rosario,Santa Fe,34000,Alquiler,Apartamento,1.0,42.0,1
766,49565094,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,30.0,1
767,49565267,Recoleta,Capital Federal,100000,Alquiler,Apartamento,3.0,145.0,1
768,49565279,San Isidro,GBA Norte,51000,Alquiler,Casa,1.0,56.0,0
769,49565479,San Isidro,GBA Norte,83000,Alquiler,Casa,2.0,85.0,0
770,49565508,Monte Castro,Capital Federal,38000,Alquiler,Apartamento,1.0,,1
771,49565977,Núñez,Capital Federal,70000,Alquiler,Apartamento,1.0,57.0,0
772,49566098,Villa Luro,Capital Federal,40000,Alquiler,Apartamento,1.0,56.0,0
773,49566108,Villa Crespo,Capital Federal,40000,Alquiler,Apartamento,1.0,30.0,1
774,49567018,Villa Crespo,Capital Federal,60000,Alquiler,Apartamento,2.0,67.0,1
775,49567990,Parque Chas,Capital Federal,42000,Alquiler,Apartamento,1.0,35.0,0
776,49568147,Parque Chas,Capital Federal,32000,Alquiler,Apartamento,,30.0,0
777,49569777,Congreso,Capital Federal,42000,Alquiler,Apartamento,1.0,35.0,1
778,49569939,Rosario,Santa Fe,92000,Venta,Apartamento,2.0,75.0,1
779,49569945,Caballito,Capital Federal,85000,Alquiler,PH,2.0,76.0,1
780,49570155,Vicente López,GBA Norte,100000,Alquiler,Casa,3.0,120.0,1
781,49570770,Caballito,Capital Federal,75000,Alquiler,Apartamento,3.0,72.0,1
782,49571344,Lomas de Zamora,GBA Sur,40000,Alquiler,Apartamento,2.0,65.0,1
783,49571428,Coghlan,Capital Federal,69000,Alquiler,Apartamento,1.0,50.0,0
784,49572383,Vicente López,GBA Norte,65000,Alquiler,Apartamento,2.0,,1
785,49572557,La Paternal,Capital Federal,70000,Alquiler,PH,2.0,185.0,1
786,49572996,Vicente López,GBA Norte,40000,Alquiler,Apartamento,1.0,36.0,0
787,49573110,Vicente López,GBA Norte,35000,Alquiler,Apartamento,0.0,24.0,0
788,49573127,Lanús,GBA Sur,38000,Alquiler,PH,1.0,80.0,1
789,49573503,Rosario,Santa Fe,40000,Alquiler,Apartamento,2.0,47.0,0
790,49573644,Rosario,Santa Fe,45000,Alquiler,Apartamento,2.0,52.0,1
791,49574135,Palermo,Capital Federal,90000,Alquiler,Apartamento,2.0,85.0,1
792,49574542,San Isidro,GBA Norte,40000,Alquiler,PH,1.0,49.0,1
793,49574911,Boedo,Capital Federal,40000,Alquiler,Apartamento,1.0,38.0,1
794,49575001,San Fernando,GBA Norte,110000,Alquiler,Casa,3.0,220.0,1
795,49575138,San Telmo,Capital Federal,49000,Alquiler,Apartamento,1.0,52.0,0
796,49575491,Belgrano,Capital Federal,400,Alquiler,Apartamento,1.0,45.0,0
797,49575518,Almagro,Capital Federal,75000,Alquiler,Apartamento,1.0,60.0,1
798,49575822,Recoleta,Capital Federal,38000,Alquiler,Apartamento,2.0,60.0,0
799,49576046,Flores,Capital Federal,60000,Alquiler,Apartamento,2.0,65.0,0
800,49576241,San Isidro,GBA Norte,40000,Alquiler,PH,0.0,26.0,1
801,49576278,Congreso,Capital Federal,50000,Alquiler,Apartamento,2.0,63.0,1
802,49576387,Rosario,Santa Fe,30000,Alquiler,Apartamento,0.0,33.0,0
803,49576704,Recoleta,Capital Federal,35000,Alquiler,Apartamento,1.0,28.0,0
804,49576912,Caballito,Capital Federal,68000,Alquiler,Apartamento,2.0,72.0,0
805,49577365,Floresta,Capital Federal,35000,Alquiler,Apartamento,0.0,34.0,1
806,49577895,Tres de Febrero,GBA Oeste,50000,Alquiler,PH,2.0,70.0,0
807,49578619,Vicente López,GBA Norte,75000,Alquiler,Apartamento,1.0,53.0,0
808,49578962,Rosario,Santa Fe,25000,Alquiler,Apartamento,0.0,25.0,0
809,49579492,Villa Urquiza,Capital Federal,70000,Alquiler,PH,2.0,1.0,0
810,49579567,Rosario,Santa Fe,45000,Alquiler,Apartamento,2.0,120.0,1
811,49581260,Floresta,Capital Federal,46000,Alquiler,Apartamento,,54.0,0
812,49581293,Avellaneda,GBA Sur,38000,Alquiler,Apartamento,2.0,,0
813,49581306,Palermo,Capital Federal,68000,Alquiler,Apartamento,1.0,50.0,1
814,49581437,Palermo,Capital Federal,69000,Alquiler,Apartamento,2.0,53.0,1
815,49581974,Belgrano,Capital Federal,62000,Alquiler,Apartamento,2.0,62.0,0
816,49581988,La Matanza,GBA Oeste,30000,Alquiler,PH,2.0,60.0,1
817,49582047,Caballito,Capital Federal,38000,Alquiler,Apartamento,1.0,30.0,1
818,49582122,Belgrano,Capital Federal,75000,Alquiler,Apartamento,2.0,82.0,1
819,49582414,Palermo,Capital Federal,110000,Alquiler,Apartamento,2.0,65.0,1
820,49583024,Vicente López,GBA Norte,80000,Alquiler,Apartamento,2.0,67.0,1
821,49583170,Palermo,Capital Federal,29000,Alquiler,Apartamento,0.0,16.0,0
822,49583353,Villa del Parque,Capital Federal,35000,Alquiler,Apartamento,0.0,35.0,0
823,49583449,San Isidro,GBA Norte,75000,Alquiler,PH,2.0,62.0,1
824,49583542,Vicente López,GBA Norte,37000,Alquiler,PH,1.0,33.0,0
825,49583872,Flores,Capital Federal,50000,Alquiler,Apartamento,2.0,70.0,0
826,49583934,Villa Devoto,Capital Federal,100000,Alquiler,Apartamento,2.0,93.0,1
827,49584036,Córdoba,Córdoba,35000,Alquiler,Apartamento,1.0,40.0,1
828,49584382,Almagro,Capital Federal,57000,Alquiler,Apartamento,1.0,40.0,1
829,49584616,Belgrano,Capital Federal,135000,Alquiler,Apartamento,2.0,128.0,0
830,49584680,Lomas de Zamora,GBA Sur,45000,Alquiler,Apartamento,1.0,50.0,0
831,49584829,Almagro,Capital Federal,58000,Alquiler,PH,2.0,65.0,0
832,49585551,Lomas de Zamora,GBA Sur,40000,Alquiler,Casa,2.0,,1
833,49585572,Belgrano,Capital Federal,140000,Venta,PH,4.0,149.0,1
834,49585965,Villa Pueyrredón,Capital Federal,43000,Alquiler,Apartamento,1.0,40.0,1
835,49587153,Villa Devoto,Capital Federal,90000,Alquiler,PH,2.0,75.0,0
836,49587203,Villa Crespo,Capital Federal,54000,Alquiler,Apartamento,,43.0,0
837,49587608,Palermo,Capital Federal,70000,Alquiler,Apartamento,2.0,66.0,1
838,49587682,Caballito,Capital Federal,30000,Alquiler,Apartamento,1.0,28.0,1
839,49588458,Tres de Febrero,GBA Oeste,50000,Alquiler,PH,2.0,75.0,0
840,49588774,San Isidro,GBA Norte,140000,Alquiler,PH,2.0,15.0,0
841,49589244,Villa Urquiza,Capital Federal,50000,Alquiler,Apartamento,1.0,55.0,0
842,49589488,Lomas de Zamora,GBA Sur,50000,Alquiler,Casa,3.0,100.0,1
843,49589511,Palermo,Capital Federal,60000,Alquiler,Apartamento,0.0,52.0,1
844,49589608,Palermo,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,1
845,49589821,Saavedra,Capital Federal,69000,Venta,PH,4.0,154.0,1
846,49589874,Colegiales,Capital Federal,80000,Alquiler,Apartamento,3.0,91.0,0
847,49590168,Palermo,Capital Federal,40000,Alquiler,Casa,2.0,65.0,1
848,49590177,Villa Pueyrredón,Capital Federal,89900,Alquiler,PH,4.0,209.0,1
849,49590194,Villa Pueyrredón,Capital Federal,75000,Alquiler,PH,1.0,80.0,1
850,49590475,Almagro,Capital Federal,25000,Alquiler,Apartamento,0.0,22.0,1
851,49590944,Almagro,Capital Federal,42000,Alquiler,Apartamento,1.0,39.0,1
852,49591000,Congreso,Capital Federal,33000,Alquiler,Apartamento,0.0,40.0,1
853,49592561,Saavedra,Capital Federal,65000,Alquiler,Apartamento,2.0,52.0,0
854,49592819,Palermo,Capital Federal,45000,Alquiler,Apartamento,1.0,44.0,0
855,49593168,Vicente López,GBA Norte,70000,Alquiler,Apartamento,2.0,53.0,0
856,49593809,San Isidro,GBA Norte,90000,Alquiler,Apartamento,3.0,,1
857,49594615,Caballito,Capital Federal,50000,Alquiler,Apartamento,2.0,62.0,1
858,49594792,Barrio Norte,Capital Federal,31000,Alquiler,Apartamento,1.0,25.0,0
859,49594831,Caballito,Capital Federal,95000,Alquiler,Apartamento,3.0,134.0,1
860,49594856,Villa Crespo,Capital Federal,55000,Alquiler,Apartamento,2.0,51.0,0
861,49595813,Belgrano,Capital Federal,45000,Alquiler,Apartamento,1.0,31.0,0
862,49596710,Flores,Capital Federal,32000,Alquiler,Apartamento,0.0,29.0,0
863,49596857,Belgrano,Capital Federal,45000,Alquiler,Apartamento,1.0,55.0,0
864,49597080,Caballito,Capital Federal,90000,Alquiler,Apartamento,3.0,83.0,1
865,49597191,Mataderos,Capital Federal,55000,Alquiler,PH,2.0,100.0,0
866,49597613,Belgrano,Capital Federal,120000,Alquiler,Apartamento,3.0,110.0,1
867,49597785,Núñez,Capital Federal,55000,Alquiler,Apartamento,1.0,38.0,1
868,49597787,Flores,Capital Federal,50000,Alquiler,Apartamento,2.0,56.0,1
869,49598564,Villa Urquiza,Capital Federal,44000,Alquiler,Apartamento,1.0,40.0,1
870,49599105,Vicente López,GBA Norte,55000,Alquiler,Apartamento,1.0,43.0,1
871,49599119,Barrio Norte,Capital Federal,48000,Alquiler,Apartamento,1.0,60.0,0
872,49599146,La Paternal,Capital Federal,45000,Alquiler,Apartamento,1.0,39.0,0
873,49599207,Avellaneda,GBA Sur,39000,Alquiler,PH,2.0,65.0,1
874,49600097,Lomas de Zamora,GBA Sur,30000,Alquiler,Apartamento,2.0,45.0,0
875,49600140,Belgrano,Capital Federal,68000,Alquiler,Apartamento,2.0,60.0,0
876,49600309,Colegiales,Capital Federal,120000,Alquiler,PH,3.0,145.0,1
877,49601002,Villa Crespo,Capital Federal,42500,Alquiler,Apartamento,1.0,49.0,0
878,49601184,Palermo,Capital Federal,55000,Alquiler,Apartamento,0.0,35.0,1
879,49601222,Belgrano,Capital Federal,98000,Alquiler,Apartamento,3.0,90.0,1
880,49601232,San Fernando,GBA Norte,35000,Alquiler,Apartamento,0.0,30.0,1
881,49601633,Núñez,Capital Federal,57000,Alquiler,Apartamento,1.0,56.0,1
882,49602124,Centro / Microcentro,Capital Federal,4000000,Venta,Fondo de Comercio,,300.0,1
883,49602177,Parque Chacabuco,Capital Federal,48000,Alquiler,Apartamento,1.0,1.0,0
884,49602847,Rosario,Santa Fe,30000,Alquiler,Apartamento,0.0,,0
885,49602872,Flores,Capital Federal,35000,Alquiler,Apartamento,0.0,29.0,1
886,49602936,Caballito,Capital Federal,1500,Alquiler,Apartamento,3.0,175.0,1
887,49602965,Flores,Capital Federal,90000,Alquiler,PH,2.0,102.0,0
888,49603219,Floresta,Capital Federal,8500,Alquiler,Apartamento,1.0,70.0,1
889,49603352,Caballito,Capital Federal,65000,Alquiler,Apartamento,2.0,70.0,0
890,49603412,Rosario,Santa Fe,26000,Alquiler,Apartamento,0.0,25.0,1
891,49603537,Parque Avellaneda,Capital Federal,95000,Alquiler,Casa,3.0,180.0,0
892,49603646,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,49.0,0
893,49603674,San Isidro,GBA Norte,45000,Alquiler,Apartamento,1.0,32.0,0
894,49603943,Villa Pueyrredón,Capital Federal,37000,Alquiler,PH,0.0,33.0,1
895,49604091,Lanús,GBA Sur,33500,Alquiler,Apartamento,2.0,,0
896,49604118,Palermo,Capital Federal,49000,Alquiler,Apartamento,0.0,42.0,0
897,49604368,Rosario,Santa Fe,30000,Alquiler,Apartamento,1.0,40.0,1
898,49604448,Villa Urquiza,Capital Federal,72000,Alquiler,Apartamento,1.0,70.0,0
899,49604505,Núñez,Capital Federal,70000,Alquiler,Apartamento,1.0,55.0,0
900,49604513,San Isidro,GBA Norte,45000,Alquiler,Apartamento,1.0,55.0,0
901,49604560,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,36.0,0
902,49604574,Saavedra,Capital Federal,40000,Alquiler,Apartamento,1.0,41.0,0
903,49604618,Villa Urquiza,Capital Federal,41000,Alquiler,Apartamento,0.0,32.0,0
904,49604760,Belgrano,Capital Federal,1350,Alquiler,Apartamento,3.0,112.0,1
905,49604804,Villa Urquiza,Capital Federal,50000,Alquiler,PH,1.0,48.0,0
906,49604841,Núñez,Capital Federal,65000,Alquiler,Apartamento,2.0,60.0,1
907,49604909,Belgrano,Capital Federal,105000,Alquiler,Apartamento,2.0,145.0,1
908,49605035,Villa Crespo,Capital Federal,45000,Alquiler,Apartamento,0.0,35.0,1
909,49605213,San Telmo,Capital Federal,45000,Alquiler,Apartamento,1.0,34.0,1
910,49605240,Belgrano,Capital Federal,65000,Alquiler,Apartamento,1.0,40.0,0
911,49605632,Balvanera,Capital Federal,36000,Alquiler,Apartamento,1.0,32.0,0
912,49605805,Palermo,Capital Federal,63000,Alquiler,Apartamento,1.0,48.0,1
913,49606009,San Isidro,GBA Norte,38000,Alquiler,Apartamento,1.0,34.0,0
914,49606207,Palermo,Capital Federal,80000,Alquiler,Apartamento,1.0,67.0,1
915,49606216,Barrio Norte,Capital Federal,48000,Alquiler,Apartamento,0.0,30.0,0
916,49606439,Villa Crespo,Capital Federal,42000,Alquiler,Apartamento,0.0,34.0,0
917,49606554,Rosario,Santa Fe,30000,Alquiler,Apartamento,0.0,30.0,0
918,49606586,Almagro,Capital Federal,38000,Alquiler,Apartamento,0.0,34.0,0
919,49606755,Floresta,Capital Federal,25000,Alquiler,Apartamento,0.0,28.0,1
920,49606866,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,45.0,1
921,49606891,Rosario,Santa Fe,25000,Alquiler,Apartamento,1.0,24.0,0
922,49607186,Belgrano,Capital Federal,52000,Alquiler,Apartamento,1.0,50.0,0
923,49607455,Belgrano,Capital Federal,75000,Alquiler,Apartamento,2.0,63.0,1
924,49607477,Villa Crespo,Capital Federal,65000,Alquiler,PH,1.0,56.0,0
925,49607521,Rosario,Santa Fe,18000,Alquiler,Apartamento,1.0,35.0,0
926,49607978,Avellaneda,GBA Sur,28000,Alquiler,PH,1.0,38.0,0
927,49608005,Palermo,Capital Federal,65000,Alquiler,Apartamento,1.0,42.0,0
928,49608452,Balvanera,Capital Federal,65000,Alquiler,Apartamento,2.0,56.0,1
929,49608550,Congreso,Capital Federal,25000,Alquiler,Apartamento,0.0,23.0,0
930,49608640,Palermo,Capital Federal,45000,Alquiler,Apartamento,,21.0,0
931,49608731,Caballito,Capital Federal,40000,Alquiler,Apartamento,1.0,35.0,1
932,49608800,Monserrat,Capital Federal,40000,Alquiler,Apartamento,1.0,52.0,0
933,49609202,Rosario,Santa Fe,17000,Alquiler,Apartamento,0.0,30.0,0
934,49610058,Parque Centenario,Capital Federal,40000,Alquiler,Apartamento,1.0,35.0,1
935,49610104,Belgrano,Capital Federal,42000,Alquiler,Apartamento,1.0,48.0,0
936,49610214,Boedo,Capital Federal,52000,Alquiler,Apartamento,2.0,50.0,0
937,49610308,Villa Urquiza,Capital Federal,58000,Alquiler,Apartamento,1.0,50.0,0
938,49610335,Villa Urquiza,Capital Federal,90000,Alquiler,PH,1.0,65.0,0
939,49610339,Caballito,Capital Federal,87000,Alquiler,Apartamento,2.0,,0
940,49610542,Villa General Mitre,Capital Federal,44000,Alquiler,Apartamento,1.0,41.0,0
941,49610551,Palermo,Capital Federal,40000,Alquiler,Apartamento,1.0,41.0,0
942,49610801,Belgrano,Capital Federal,35000,Alquiler,Apartamento,0.0,20.0,1
943,49610942,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,56.0,1
944,49610985,Belgrano,Capital Federal,45000,Alquiler,Apartamento,1.0,33.0,0
945,49611206,Lomas de Zamora,GBA Sur,49000,Alquiler,Casa,2.0,160.0,1
946,49611408,Núñez,Capital Federal,145000,Venta,Casa,2.0,130.0,1
947,49611432,Villa Crespo,Capital Federal,72000,Alquiler,Apartamento,1.0,50.0,0
948,49611518,Recoleta,Capital Federal,50000,Alquiler,Apartamento,1.0,42.0,0
949,49611582,Villa Devoto,Capital Federal,78000,Alquiler,PH,2.0,100.0,0
950,49611887,Almagro,Capital Federal,62900,Alquiler,Apartamento,2.0,70.0,1
951,49612114,San Nicolás,Capital Federal,38000,Alquiler,Apartamento,2.0,128.0,0
952,49612228,Recoleta,Capital Federal,48000,Alquiler,Apartamento,1.0,43.0,0
953,49612296,Rosario,Santa Fe,25000,Alquiler,Apartamento,0.0,20.0,0
954,49612308,Villa Urquiza,Capital Federal,60000,Alquiler,Apartamento,0.0,50.0,0
955,49612318,Vicente López,GBA Norte,85000,Alquiler,PH,3.0,85.0,0
956,49612468,Palermo,Capital Federal,105000,Alquiler,Apartamento,2.0,70.0,0
957,49613572,Palermo,Capital Federal,38000,Alquiler,Apartamento,1.0,35.0,0
958,49613593,Belgrano,Capital Federal,85000,Alquiler,Apartamento,1.0,40.0,0
959,49613669,Chacarita,Capital Federal,57000,Alquiler,Apartamento,0.0,40.0,0
960,49613708,Villa Urquiza,Capital Federal,65000,Alquiler,PH,2.0,60.0,0
961,49613724,Palermo,Capital Federal,35000,Alquiler,Apartamento,0.0,30.0,0
962,49613737,Belgrano,Capital Federal,40000,Alquiler,Apartamento,2.0,61.0,1
963,49614201,Recoleta,Capital Federal,62000,Alquiler,PH,1.0,52.0,0
964,49614420,Vicente López,GBA Norte,72000,Alquiler,PH,2.0,60.0,0
965,49614710,La Matanza,GBA Oeste,50000,Alquiler,PH,2.0,70.0,1
